date,bank_holiday,feature_0,feature_1,feature_2,feature_6,feature_7,school_holiday,feature_10,label,air_humidity,air_temperature_daily_max,precipitation,snow_height,sunshine_hours,wind_speed_max,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,m_10,m_11,m_12,d_1,d_2,d_3,d_4,d_5,d_6
2005-08-29,0,0,0,0,3.7,0,0,0,877,73.0,25.4,0.0,0,12.9,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-08-30,0,0,0,0,3.7,0,0,0,991,74.0,25.9,0.0,0,12.6,6.1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2005-08-31,0,0,0,0,3.7,0,0,0,1618,68.0,28.9,0.0,0,12.8,10.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2005-09-01,0,0,0,0,3.7,0,0,0,1303,73.0,29.4,0.0,0,10.2,11.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2005-09-02,0,0,0,0,3.7,0,0,0,747,81.0,24.4,0.0,0,5.3,5.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2005-09-03,0,0,0,0,3.7,0,0,0,1180,73.0,23.6,0.0,0,10.4,8.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2005-09-04,0,0,0,0,3.7,0,0,0,1933,71.0,25.0,0.0,0,11.9,8.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2005-09-05,0,0,0,0,3.7,0,0,0,985,63.0,26.4,0.0,0,12.6,8.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-09-06,0,0,0,0,3.7,0,0,0,1036,64.0,28.5,0.0,0,11.5,5.9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2005-09-07,0,0,0,0,3.7,0,0,0,1051,74.0,28.4,0.0,0,10.3,6.4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2005-09-08,0,0,0,0,3.7,0,0,0,1155,72.0,28.2,0.0,0,11.5,6.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2005-09-09,0,0,0,0,3.7,0,0,0,850,76.0,26.2,0.0,0,7.3,7.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2005-09-10,0,0,0,0,3.7,0,0,0,1405,78.0,26.3,0.0,0,10.0,6.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2005-09-11,0,0,0,0,3.7,0,0,0,1549,90.0,18.0,0.0,0,0.0,7.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2005-09-12,0,0,0,0,3.7,0,0,0,608,81.0,20.5,0.0,0,3.2,10.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-09-13,0,0,0,0,3.7,0,0,0,604,79.0,20.3,0.0,0,10.0,4.4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2005-09-14,0,0,0,0,3.7,0,0,0,591,90.0,18.0,1.3,0,1.5,11.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2005-09-15,0,0,0,0,3.7,0,0,0,558,93.0,18.5,22.6,0,1.5,7.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2005-09-16,0,0,0,0,3.7,0,0,0,731,85.0,16.0,1.6,0,4.9,12.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2005-09-17,0,0,0,0,3.7,0,0,0,1260,83.0,15.9,0.4,0,9.0,8.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2005-09-18,0,0,0,0,3.7,0,0,0,1167,78.0,17.0,0.0,0,11.5,4.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2005-09-19,0,0,0,0,3.7,0,0,0,609,77.0,18.9,0.0,0,11.5,5.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-09-20,0,0,0,0,3.7,0,0,0,479,76.0,20.5,0.0,0,11.0,5.3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2005-09-21,0,0,0,0,3.7,0,0,0,528,78.0,20.8,0.0,0,10.9,5.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2005-09-22,0,0,0,0,3.7,0,0,0,584,76.0,21.2,0.0,0,10.8,5.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2005-09-23,0,0,0,0,3.7,0,0,0,641,76.0,23.0,0.0,0,10.4,7.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2005-09-24,0,0,0,0,3.7,0,0,0,1112,89.0,19.9,0.2,0,4.2,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2005-09-25,0,0,0,0,3.7,0,0,0,1508,85.0,21.4,1.3,0,3.2,6.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2005-09-26,0,0,0,0,3.7,0,0,0,672,90.0,17.8,1.8,0,1.0,7.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-09-27,0,0,0,0,3.7,0,0,0,482,82.0,18.4,1.4,0,0.0,9.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2005-09-28,0,0,0,0,3.7,0,0,0,535,88.0,14.913344887348353,3.6,0,4.4960161662817555,10.358843930635837,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2005-09-29,0,0,0,0,3.7,0,0,0,523,84.0,14.6,4.9,0,3.0,13.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2005-09-30,0,0,0,0,3.7,0,0,0,584,83.0,14.7,14.9,0,1.7,10.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2005-10-01,0,0,0,0,3.7,0,0,0,1221,95.0,14.2,1.7,0,0.4,10.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2005-10-02,0,0,0,0,3.7,0,0,0,1671,90.0,16.4,0.1,0,4.1,6.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2005-10-03,3,0,0,0,3.7,0,0,0,1690,90.0,16.0,0.0,0,6.9,6.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-10-04,0,0,0,0,3.7,0,2,0,589,90.0,14.8,0.0,0,0.4,9.8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2005-10-05,0,0,0,0,3.7,0,2,0,850,90.0,17.3,0.0,0,6.3,9.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2005-10-06,0,0,0,0,3.7,0,2,0,615,97.0,17.0,0.0,0,3.9,6.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2005-10-07,0,0,0,0,3.7,0,2,0,674,89.0,19.1,0.0,0,7.1,9.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2005-10-08,0,0,0,0,3.7,0,2,0,752,89.0,18.8,0.0,0,6.8,6.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2005-10-09,0,0,0,0,3.7,0,2,0,1370,89.0,18.6,0.0,0,2.7,7.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2005-10-10,0,0,0,0,3.7,0,2,0,823,87.0,21.5,0.0,0,8.5,5.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-10-11,0,0,0,0,3.7,0,2,0,784,81.0,19.4,0.0,0,9.2,7.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2005-10-12,0,0,0,0,3.7,0,2,0,795,80.0,21.4,0.0,0,8.7,6.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2005-10-13,0,0,0,0,3.7,0,2,0,738,84.0,19.5,0.0,0,8.8,5.4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2005-10-14,0,0,0,0,3.7,0,2,0,813,86.0,20.2,0.0,0,8.2,3.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2005-10-15,0,0,0,0,3.7,0,2,0,1116,91.0,16.5,0.0,0,6.2,7.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2005-10-16,0,0,0,0,3.7,0,0,0,1582,76.0,14.5,0.0,0,8.7,9.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2005-10-17,0,0,0,0,3.7,0,1,0,959,75.0,13.8,0.0,0,8.5,11.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-10-18,0,0,0,0,3.7,0,1,0,925,79.0,12.7,0.0,0,8.3,11.8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2005-10-19,0,0,0,0,3.7,0,1,0,1135,82.0,13.7,2.2,0,3.0,7.7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2005-10-20,0,0,0,0,3.7,0,1,0,1087,83.0,16.7,0.9,0,3.3,12.9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2005-10-21,0,0,0,0,3.7,0,1,0,1014,92.0,15.4,11.2,0,0.6,12.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2005-10-22,0,0,0,0,3.7,0,1,0,1161,90.0,14.1,2.5,0,1.5,10.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2005-10-23,0,0,0,0,3.7,0,1,0,1764,96.0,13.0,2.1,0,0.2,9.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2005-10-24,0,0,0,0,3.7,0,1,0,1495,97.0,14.1,13.5,0,0.0,12.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-10-25,0,0,0,0,3.7,0,1,0,1343,88.0,14.8,3.9,0,0.0,15.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2005-10-26,0,0,0,0,3.7,0,1,0,1448,84.0,17.1,0.0,0,2.7,15.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2005-10-27,0,0,0,0,3.7,0,1,0,1200,87.0,19.4,0.0,0,6.3,7.2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2005-10-28,0,0,0,0,3.7,0,1,0,1123,76.0,21.6,0.0,0,7.8,11.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2005-10-29,0,0,0,0,3.7,0,1,0,1076,77.0,20.9,0.0,0,7.6,9.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2005-10-30,0,0,0,0,3.7,0,0,0,1344,73.0,20.5,0.0,0,7.6,7.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2005-10-31,0,0,0,0,3.7,0,0,0,929,68.0,21.0,1.3,0,7.7,8.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-11-01,2,0,0,0,3.7,0,0,0,1012,81.0,16.6,0.5,0,2.7,10.7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2005-11-02,0,0,0,0,3.7,0,0,0,556,86.0,13.8,2.9,0,0.0,10.6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2005-11-03,0,0,0,0,3.7,0,0,0,483,78.0,19.0,0.0,0,5.4,12.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2005-11-04,0,0,0,0,3.7,0,0,0,682,84.0,15.1,1.2,0,0.5,9.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2005-11-05,0,0,0,0,3.7,0,0,0,990,84.0,12.1,0.0,0,4.7,9.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2005-11-06,0,0,0,0,3.7,0,0,0,1425,82.0,14.6,0.0,0,7.4,10.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2005-11-07,0,0,0,0,3.7,0,0,0,660,92.0,10.3,3.5,0,0.0,9.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-11-08,0,0,0,0,3.7,0,0,0,508,82.0,15.4,0.0,0,7.2,11.2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2005-11-09,0,0,0,0,3.7,0,0,0,515,74.0,14.0,0.0,0,6.4,9.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2005-11-10,0,0,0,0,3.7,0,0,0,411,86.0,11.3,0.5,0,4.5,12.8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2005-11-11,0,0,0,0,3.7,0,0,0,659,94.0,12.9,0.1,0,0.0,11.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2005-11-12,0,0,0,0,3.7,0,0,0,1610,86.0,10.1,0.0,0,0.0,12.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2005-11-13,0,0,0,0,3.7,0,0,0,2587,87.0,10.8,0.0,0,0.8,4.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2005-11-14,0,0,0,0,3.7,0,0,0,649,96.0,8.6,1.2,0,5.1,9.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-11-15,0,0,0,0,3.7,0,0,0,461,96.0,7.1,6.5,0,0.0,12.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2005-11-16,0,0,0,0,3.7,0,0,0,529,95.0,5.7,1.9,0,0.2,12.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2005-11-17,0,0,0,0,3.7,0,0,0,384,94.0,7.1,7.8,0,2.1,11.9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2005-11-18,0,0,0,0,3.7,0,0,0,567,96.0,5.8,0.0,0,4.0,5.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2005-11-19,0,0,0,0,3.7,0,0,0,908,98.0,3.1,0.3,0,4.5,6.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2005-11-20,0,0,0,0,3.7,0,0,0,1394,96.0,5.9,2.9,0,0.0,8.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2005-11-21,0,0,0,0,3.7,0,0,0,576,93.0,8.6,0.0,0,2.5,8.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-11-22,0,0,0,0,3.7,0,0,0,421,98.0,2.6,0.0,0,0.0,2.9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2005-11-23,0,0,0,0,3.7,0,0,0,482,93.0,5.3,0.2,0,1.2,2.7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2005-11-24,0,0,0,0,3.7,0,0,0,405,96.0,3.3,9.6,0,0.1,12.8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2005-11-25,0,0,0,0,3.7,0,0,0,142,99.0,2.0,44.4,0,0.0,10.358843930635837,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2005-11-26,0,0,0,0,3.7,0,0,0,274,98.0,0.7,3.5,28,0.0,10.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2005-11-27,0,0,0,0,3.7,0,0,0,538,95.0,2.0,1.4,26,0.9,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2005-11-28,0,0,0,0,3.7,0,0,0,521,98.0,1.5,0.0,22,0.5,5.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-11-29,0,0,0,0,3.7,0,0,0,372,99.0,2.2,0.0,15,0.0,8.4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2005-11-30,0,0,0,0,3.7,0,0,0,429,94.0,3.5,0.0,7,2.1,8.6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2005-12-01,0,0,0,0,3.7,0,0,0,434,80.0,2.5,0.0,6,5.8,8.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2005-12-02,0,0,0,0,3.7,0,0,0,530,67.0,4.5,0.6,6,3.9,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2005-12-03,0,0,0,0,3.7,0,0,0,830,77.0,6.4,1.7,0,3.7,11.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2005-12-04,0,0,0,0,3.7,0,0,0,1096,93.0,7.5,1.8,0,0.0,9.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2005-12-05,0,0,0,0,3.7,0,0,0,609,92.0,6.9,0.1,0,0.0,10.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-12-06,0,0,0,0,3.7,0,0,0,362,89.0,6.3,0.1,0,0.0,7.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2005-12-07,0,0,0,0,3.7,0,0,0,463,93.0,6.5,5.7,0,0.0,9.2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2005-12-08,0,0,0,0,3.7,0,0,0,405,97.0,5.4,1.2,0,0.0,8.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2005-12-09,0,0,0,0,3.7,0,0,0,454,91.0,4.3,0.0,0,0.2,5.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2005-12-10,0,0,0,0,3.7,0,0,0,886,100.0,1.1,0.0,0,0.0,5.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2005-12-11,0,0,0,0,3.7,0,0,0,1347,86.0,3.1,1.1,0,0.0,8.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2005-12-12,0,0,0,0,3.7,0,0,0,596,92.0,14.913344887348353,0.3,0,4.4960161662817555,10.358843930635837,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-12-13,0,0,0,0,3.7,0,0,0,412,91.0,6.7,0.8,0,0.0,6.4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2005-12-14,0,0,0,0,3.7,0,0,0,439,92.0,6.7,1.4,0,0.3,7.9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2005-12-15,0,0,0,0,3.7,0,0,0,376,86.0,7.2,15.3,0,0.1,14.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2005-12-16,0,0,0,0,3.7,0,0,0,487,86.0,8.6,12.6,0,1.5,23.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2005-12-17,0,0,0,0,3.7,0,0,0,789,93.0,0.9,4.0,8,0.4,12.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2005-12-18,0,0,0,0,3.7,0,0,0,936,92.0,2.2,0.0,8,5.1,9.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2005-12-19,0,0,0,0,3.7,0,0,0,581,92.0,4.2,4.9,5,0.0,11.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-12-20,0,0,0,0,3.7,0,0,0,386,89.0,5.1,0.0,0,0.0,11.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2005-12-21,0,0,0,0,3.7,0,0,0,430,92.0,5.0,1.6,0,0.0,10.6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2005-12-22,0,0,0,0,3.7,0,0,0,423,93.0,7.0,1.6,0,0.3,9.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2005-12-23,0,0,0,0,3.7,0,1,0,739,91.0,7.4,0.2,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2005-12-24,0,0,0,0,3.7,0,3,0,320,90.0,7.9,1.4,0,0.2,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2005-12-26,3,0,0,0,3.7,0,3,0,668,90.0,3.2,1.7,0,0.6,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-12-27,0,0,0,0,3.7,0,3,0,1241,85.0,-0.8,0.0,3,0.0,12.7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2005-12-28,0,0,0,0,3.7,0,3,0,1790,80.0,-1.6,1.1,1,1.1,10.9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2005-12-29,0,0,0,0,3.7,0,3,0,1595,90.0,-1.1,0.1,3,0.0,12.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2005-12-30,0,0,0,0,3.7,0,3,0,1613,79.0,-0.3,4.2,2,4.2,13.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2005-12-31,0,0,0,0,3.7,0,3,0,617,94.0,5.2,6.8,6,0.0,14.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2006-01-01,3,0,0,0,3.7,0,3,0,524,91.0,5.3,1.5,0,0.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006-01-02,0,0,0,0,3.7,0,3,0,2020,97.0,3.1,0.0,0,0.0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,0,0,0,0,3.7,0,3,0,2004,96.0,1.7,0.6,0,0.2,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-04,0,0,0,0,3.7,0,3,0,2151,94.0,1.0,0.0,0,0.0,10.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2006-01-05,0,0,0,0,3.7,0,3,0,2170,89.0,1.4,0.1,0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2006-01-06,0,0,0,0,3.7,0,3,0,1929,92.0,0.7,0.3,0,0.0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2006-01-07,0,0,0,0,3.7,0,0,0,1683,91.0,0.9,0.0,0,0.0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006-01-08,0,0,0,0,3.7,0,0,0,2087,86.0,1.2,0.0,0,0.0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006-01-09,0,0,0,0,3.7,0,0,0,588,93.0,0.6,0.0,0,5.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,0,0,0,0,3.7,0,0,0,513,80.0,4.3,0.0,0,3.8,9.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-11,0,0,0,0,3.7,0,0,0,634,77.0,4.5,2.8,0,0.5,11.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2006-01-12,0,0,0,0,3.7,0,0,0,551,90.0,5.4,0.0,0,3.4,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2006-01-13,0,0,0,0,3.7,0,0,0,871,82.0,4.2,0.0,0,5.2,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2006-01-14,0,0,0,0,3.7,0,0,0,1709,79.0,6.6,0.0,0,6.6,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006-01-15,0,0,0,0,3.7,0,0,0,2178,78.0,1.4,0.0,0,6.7,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006-01-16,0,0,0,0,3.7,0,0,0,820,75.0,4.6,1.4,0,6.7,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-17,0,0,0,0,3.7,0,0,0,541,88.0,4.1,5.4,0,0.0,10.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-18,0,0,0,0,3.7,0,0,0,736,91.0,5.4,2.2,0,3.5,10.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2006-01-19,0,0,0,0,3.7,0,0,0,647,91.0,5.3,1.7,0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2006-01-20,0,0,0,0,3.7,0,0,0,1014,93.0,8.3,9.1,0,0.0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2006-01-21,0,0,0,0,3.7,0,0,0,1770,88.0,5.9,3.4,0,0.4,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006-01-22,0,0,0,0,3.7,0,0,0,2166,79.0,0.4,0.0,0,1.2,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006-01-23,0,0,0,0,3.7,0,0,0,1035,68.0,-2.9,0.0,0,7.2,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-24,0,0,0,0,3.7,0,0,0,609,69.0,0.7,0.0,0,6.6,5.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-01-25,0,0,0,0,3.7,0,0,0,631,84.0,1.0,5.7,0,0.0,11.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2006-01-26,0,0,0,0,3.7,0,0,0,613,77.0,-1.2,0.0,5,2.3,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2006-01-27,0,1,0,0,3.7,0,0,0,1284,78.0,-4.8,0.0,4,6.8,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2006-01-28,0,1,0,0,3.7,0,0,0,1725,77.0,-3.5,0.0,4,7.3,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006-01-29,0,0,0,0,3.7,0,0,0,2131,71.0,0.1,0.0,4,7.4,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006-01-30,0,0,0,0,3.7,0,1,0,2137,85.0,2.7,0.0,3,0.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-01-31,0,0,0,0,3.7,0,1,0,1542,89.0,2.1,0.0,1,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-02-01,0,0,0,0,3.7,0,0,0,633,96.0,-2.1,0.2,0,2.7,3.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2006-02-02,0,0,0,0,3.7,0,0,0,628,95.0,-3.7,0.0,0,0.0,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2006-02-03,0,0,0,0,3.7,0,0,0,899,97.0,-0.4,0.4,0,0.0,5.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2006-02-04,0,1,0,0,3.7,0,0,0,1623,96.0,1.6,1.3,0,0.0,10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006-02-05,0,1,0,0,3.7,0,0,0,2069,93.0,0.1,1.6,0,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006-02-06,0,0,0,0,3.7,0,0,0,902,98.0,2.7,3.7,2,0.0,10.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-02-07,0,0,0,0,3.7,0,0,0,597,97.0,5.6,8.3,0,0.0,11.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2006-02-08,0,0,0,0,3.7,0,0,0,745,87.0,5.6,5.1,0,0.2,14.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2006-02-09,0,0,0,0,3.7,0,0,0,707,88.0,2.9,3.5,1,1.6,14.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2006-02-10,0,0,0,0,3.7,0,0,0,1409,88.0,2.2,0.0,0,0.4,11.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
